DIAGNOSIS CODE,LONG DESCRIPTION,SHORT DESCRIPTION,GROUP_L1_NAME,GROUP_L2_NAME,GROUP_L3_NAME,GROUP_L3_CODE
V553,Attention to colostomy,Atten to colostomy,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Attention to artificial openings,V55
V554,Attention to other artificial opening of digestive tract,Atten to enterostomy NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Attention to artificial openings,V55
V555,Attention to cystostomy,Atten to cystostomy,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Attention to artificial openings,V55
V556,Attention to other artificial opening of urinary tract,Atten to urinostomy NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Attention to artificial openings,V55
V557,Attention to artificial vagina,Atten artificial vagina,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Attention to artificial openings,V55
V558,Attention to other specified artificial opening,Attn to artif open NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Attention to artificial openings,V55
V559,Attention to unspecified artificial opening,Attn to artif open NOS,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Attention to artificial openings,V55
V560,Encounter for extracorporeal dialysis,Renal dialysis encounter,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for dialysis and dialysis catheter care,V56
V561,Fitting and adjustment of extracorporeal dialysis catheter,Ft/adj xtrcorp dial cath,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for dialysis and dialysis catheter care,V56
V562,Fitting and adjustment of peritoneal dialysis catheter,Fit/adj perit dial cath,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for dialysis and dialysis catheter care,V56
V5631,Encounter for adequacy testing for hemodialysis,Hemodialysis testing,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for dialysis and dialysis catheter care,V56
V5632,Encounter for adequacy testing for peritoneal dialysis,Peritoneal dialysis test,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for dialysis and dialysis catheter care,V56
V568,Encounter for other dialysis,"Dialysis encounter, NEC",Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for dialysis and dialysis catheter care,V56
V570,Care involving breathing exercises,Breathing exercises,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Care involving use of rehabilitation procedures,V57
V571,Care involving other physical therapy,Physical therapy NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Care involving use of rehabilitation procedures,V57
V5721,Encounter for occupational therapy,Encntr occupatnal thrpy,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Care involving use of rehabilitation procedures,V57
V5722,Encounter for vocational therapy,Encntr vocational thrpy,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Care involving use of rehabilitation procedures,V57
V573,Care involving speech-language therapy,Speech-language therapy,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Care involving use of rehabilitation procedures,V57
V574,Care involving orthoptic training,Orthoptic training,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Care involving use of rehabilitation procedures,V57
V5781,Care involving orthotic training,Orthotic training,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Care involving use of rehabilitation procedures,V57
V5789,Care involving other specified rehabilitation procedure,Rehabilitation proc NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Care involving use of rehabilitation procedures,V57
V579,Care involving unspecified rehabilitation procedure,Rehabilitation proc NOS,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Care involving use of rehabilitation procedures,V57
V580,Encounter for radiotherapy,Radiotherapy encounter,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5811,Encounter for antineoplastic chemotherapy,Antineoplastic chemo enc,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5812,Encounter for antineoplastic immunotherapy,Immunotherapy encounter,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V582,"Blood transfusion, without reported diagnosis","Blood transfusion, no dx",Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5830,Encounter for change or removal of nonsurgical wound dressing,Attn rem nonsurg dressng,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5831,Encounter for change or removal of surgical wound dressing,Attn rem surg dressing,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5832,Encounter for removal of sutures,Attn removal of sutures,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5841,Encounter for planned post-operative wound closure,Encntr plnd po wnd clsr,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5842,Aftercare following surgery for neoplasm,Aftercare neoplasm surg,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5843,Aftercare following surgery for injury and trauma,Aftrcare inj/trauma surg,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5844,Aftercare following organ transplant,Aftercare organ transplt,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5849,Other specified aftercare following surgery,Postop oth specfd aftrcr,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V585,Orthodontics aftercare,Orthodontics aftercare,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5861,Long-term (current) use of anticoagulants,Long-term use anticoagul,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5862,Long-term (current) use of antibiotics,Long-term use antibiotic,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5863,Long-term (current) use of antiplatelet/antithrombotic,Lng use antiplte/thrmbtc,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5864,Long-term (current) use of non-steroidal anti-inflammatories (NSAID),Long-term anti-inflamtry,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5865,Long-term (current) use of steroids,Long-term use steroids,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5866,Long-term (current) use of aspirin,Long-term use of aspirin,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5867,Long-term (current) use of insulin,Long-term use of insulin,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5868,Long term (current) use of bisphosphonates,Lng term bisphosphonates,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5869,Long-term (current) use of other medications,Long-term use meds NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5871,"Aftercare following surgery of the sense organs, NEC",Aft surg sense org NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5872,"Aftercare following surgery of the nervous system, NEC",Aftcre surg nerv sys NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5873,"Aftercare following surgery of the circulatory system, NEC",Aft surg circ syst NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5874,"Aftercare following surgery of the respiratory system, NEC",Aftrcre surg respsys NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5875,"Aftercare following surgery of the teeth, oral cavity and digestive system, NEC",Aft oral cav/dig sys NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5876,"Aftercare following surgery of the genitourinary system, NEC",Aftrcre surg GU syst NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5877,"Aftercare following surgery of the skin and subcutaneous tissue, NEC",Aft surg skin/subcu NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5878,"Aftercare following surgery of the musculoskeletal system, NEC",Aftrcre surg MS syst NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5881,Fitting and adjustment of vascular catheter,Fit/adj vascular cathetr,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5882,"Fitting and adjustment of nonvascular catheter, NEC",Fit/adj non-vsc cath NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5883,Encounter for therapeutic drug monitoring,Therapeutic drug monitor,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5889,Other specified aftercare,Other specfied aftercare,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V589,Unspecified aftercare,Aftercare NOS,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Encounter for other and unspecified procedures and aftercare,V58
V5901,"Blood donors, whole blood",Blood donor-whole blood,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Donors,V59
V5902,"Blood donors, stem cells",Blood donor-stem cells,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Donors,V59
V5909,Other blood donors,Blood donor NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Donors,V59
V591,Skin donors,Skin donor,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Donors,V59
V592,Bone donors,Bone donor,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Donors,V59
V593,Bone marrow donors,Bone marrow donor,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Donors,V59
V594,Kidney donors,Kidney donor,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Donors,V59
V595,Cornea donors,Cornea donor,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Donors,V59
V596,Liver donors,Liver donor,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Donors,V59
V5970,"Egg (oocyte) (ovum) donor, unspecified",Egg donor NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Donors,V59
V5971,"Egg (oocyte) (ovum) donor, under age 35, anonymous recipient",Egg donor age <35 anon,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Donors,V59
V5972,"Egg (oocyte) (ovum) donor, under age 35, designated recipient",Egg donor age <35 desig,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Donors,V59
V5973,"Egg (oocyte) (ovum) donor, age 35 and over, anonymous recipient",Egg donor age 35+ anon,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Donors,V59
V5974,"Egg (oocyte) (ovum) donor, age 35 and over, designated recipient",Egg donor age 35+ desig,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Donors,V59
V598,Donors of other specified organ or tissue,Org or tissue donor NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Donors,V59
V599,Donors of unspecified organ or tissue,Org or tissue donor NOS,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services For Specific Procedures And Aftercare,Donors,V59
V600,Lack of housing,Lack of housing,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Housing household and economic circumstances,V60
V601,Inadequate housing,Inadequate housing,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Housing household and economic circumstances,V60
V602,Inadequate material resources,Economic problem,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Housing household and economic circumstances,V60
V603,Person living alone,Person living alone,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Housing household and economic circumstances,V60
V604,No other household member able to render care,No family able to care,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Housing household and economic circumstances,V60
V605,Holiday relief care,Holiday relief care,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Housing household and economic circumstances,V60
V606,Person living in residential institution,Person in resident inst,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Housing household and economic circumstances,V60
V6081,Foster care (status),Foster care (status),Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Housing household and economic circumstances,V60
V6089,Other specified housing or economic circumstances,Housing/econo circum NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Housing household and economic circumstances,V60
V609,Unspecified housing or economic circumstance,Housing/econo circum NOS,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Housing household and economic circumstances,V60
V6101,Family disruption due to family member on military deployment,Fmily dsrpt-fam military,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6102,Family disruption due to return of family member from military deployment,Fmily dsrpt-ret military,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6103,Family disruption due to divorce or legal separation,Fmily dsrpt- divorce/sep,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6104,Family disruption due to parent-child estrangement,Family dsrpt-estrangmemt,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6105,Family disruption due to child in welfare custody,Famly dsrpt-chld custody,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6106,Family disruption due to child in foster care or in care of non-parental family member,Family dsrpt-foster care,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6107,Family disruption due to death of family member,Family dsrpt-death membr,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6108,Family disruption due to other extended absence of family member,Fmly dsrp-fam absnce NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6109,Other family disruption,Family disruption NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6110,"Counseling for marital and partner problems, unspecified",Consl partner prob,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6111,Counseling for victim of spousal and partner abuse,Cnsl victm partner abuse,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6112,Counseling for perpetrator of spousal and partner abuse,Cnsl perp partner abuse,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6120,"Counseling for parent-child problem, unspecified",Cnsl prnt-chld prob NOS,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6121,Counseling for victim of child abuse,Cnsl victim child abuse,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6122,Counseling for perpetrator of spousal and partner abuse,Cnsl perp parent chld ab,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6123,Counseling for parent-biological child problem,Cnsl prnt-biol chld prob,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6124,Counseling for parent-adopted child problem,Cnsl prnt-adpt chld prob,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6125,Counseling for parent (guardian)-foster child problem,Cnsl prnt-fstr chld prob,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6129,Other parent-child problems,Oth parent-child problem,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V613,Problems with aged parents or in-laws,Problem w aged parent,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6141,Alcoholism in family,Alcoholism in family,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6142,Substance abuse in family,Substance abuse-family,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V6149,Other health problems within the family,Family health probl NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V615,Multiparity,Multiparity,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V616,Illegitimacy or illegitimate pregnancy,Illegitimate pregnancy,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V617,Other unwanted pregnancy,Unwanted pregnancy NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V618,Other specified family circumstances,Family circumstances NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V619,Unspecified family circumstance,Family circumstance NOS,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other family circumstances,V61
V620,Unemployment,Unemployment,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other psychosocial circumstances,V62
V621,Adverse effects of work environment,Adverse eff-work environ,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other psychosocial circumstances,V62
V6221,Personal current military deployment status,Hx military deployment,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other psychosocial circumstances,V62
V6222,Personal history of return from military deployment,Hx retrn military deploy,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other psychosocial circumstances,V62
V6229,Other occupational circumstances or maladjustment,Occupationl circumst NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other psychosocial circumstances,V62
V623,Educational circumstances,Educational circumstance,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other psychosocial circumstances,V62
V624,Social maladjustment,Social maladjustment,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other psychosocial circumstances,V62
V625,Legal circumstances,Legal circumstances,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other psychosocial circumstances,V62
V626,Refusal of treatment for reasons of religion or conscience,Refusal of treatment,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other psychosocial circumstances,V62
V6281,"Interpersonal problems, not elsewhere classified",Interpersonal probl NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other psychosocial circumstances,V62
V6282,"Bereavement, uncomplicated","Bereavement, uncomplicat",Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other psychosocial circumstances,V62
V6283,Counseling for perpetrator of physical/sexual abuse,Cnsl perp phys/sex abuse,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other psychosocial circumstances,V62
V6284,Suicidal ideation,Suicidal ideation,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other psychosocial circumstances,V62
V6285,Homicidal ideation,Homicidal ideation,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other psychosocial circumstances,V62
V6289,"Other psychological or physical stress, not elsewhere classified",Psychological stress NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other psychosocial circumstances,V62
V629,Unspecified psychosocial circumstance,Psychosocial circum NOS,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other psychosocial circumstances,V62
V630,Residence remote from hospital or other health care facility,Home remote from hospitl,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Unavailability of other medical facilities for care,V63
V631,Medical services in home not available,No medical serv in home,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Unavailability of other medical facilities for care,V63
V632,Person awaiting admission to adequate facility elsewhere,Wait adm to oth facility,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Unavailability of other medical facilities for care,V63
V638,Other specified reasons for unavailability of medical facilities,No med facilities NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Unavailability of other medical facilities for care,V63
V639,Unspecified reason for unavailability of medical facilities,No med facilities NOS,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Unavailability of other medical facilities for care,V63
V6400,"Vaccination not carried out, unspecified reason",No vaccination NOS,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Persons encountering health services for specific procedures not carried out,V64
V6401,Vaccination not carried out because of acute illness,No vaccin-acute illness,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Persons encountering health services for specific procedures not carried out,V64
V6402,Vaccination not carried out because of chronic illness or condition,No vaccin-chronc illness,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Persons encountering health services for specific procedures not carried out,V64
V6403,Vaccination not carried out because of immune compromised state,No vaccin-immune comp,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Persons encountering health services for specific procedures not carried out,V64
V6404,Vaccination not carried out because of allergy to vaccine or component,No vaccin-allergy to vac,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Persons encountering health services for specific procedures not carried out,V64
V6405,Vaccination not carried out because of caregiver refusal,No vaccin-caregiv refuse,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Persons encountering health services for specific procedures not carried out,V64
